2024/1/1,9.2,8,1
2024/1/2,6.1,8,1
2024/1/3,7.4,8,1
2024/1/4,9.7,8,1
2024/1/5,7.4,8,1
2024/1/6,9.1,8,1
2024/1/7,8.3,8,1
2024/1/8,5.4,8,1
2024/1/9,5.4,8,1
2024/1/10,7.2,8,1
2024/1/11,4.8,8,1
2024/1/12,7.1,8,1
2024/1/13,5.9,8,1
2024/1/14,6.4,8,1
2024/1/15,6.3,8,1
2024/1/16,3.7,8,1
2024/1/17,6.2,8,1
2024/1/18,8.5,8,1
2024/1/19,10.2,8,1
2024/1/20,6.3,8,1
2024/1/21,8.1,8,1
2024/1/22,10.7,8,1
2024/1/23,9.0,8,1
2024/1/24,4.5,8,1
2024/1/25,4.2,8,1
2024/1/26,6.2,8,1
2024/1/27,7.2,8,1
2024/1/28,6.0,8,1
2024/1/29,6.8,8,1
2024/1/30,7.7,8,1
2024/1/31,9.3,8,1
2024/2/1,9.8,8,1
2024/2/2,5.0,8,1
2024/2/3,6.9,8,1
2024/2/4,4.9,8,1
2024/2/5,3.0,8,1
2024/2/6,3.4,8,1
2024/2/7,4.7,8,1
2024/2/8,5.7,8,1
2024/2/9,6.8,8,1
2024/2/10,7.1,8,1
2024/2/11,8.1,8,1
2024/2/12,7.3,8,1
2024/2/13,9.6,8,1
2024/2/14,10.9,8,1
2024/2/15,14.4,8,1
2024/2/16,10.6,8,1
2024/2/17,9.0,8,1
2024/2/18,13.4,8,1
2024/2/19,15.0,8,1
2024/2/20,18.1,8,1
2024/2/21,8.7,8,1
2024/2/22,5.5,8,1
2024/2/23,2.8,8,1
2024/2/24,5.3,8,1
2024/2/25,4.4,8,1
2024/2/26,7.8,8,1
2024/2/27,7.0,8,1
2024/2/28,8.3,8,1
2024/2/29,7.6,8,1
2024/3/1,9.9,8,1
2024/3/2,6.3,8,1
2024/3/3,7.5,8,1
2024/3/4,9.4,8,1
2024/3/5,6.4,8,1
2024/3/6,5.6,8,1
2024/3/7,6.9,8,1
2024/3/8,4.5,8,1
2024/3/9,6.1,8,1
2024/3/10,6.7,8,1
2024/3/11,8.2,8,1
2024/3/12,7.8,8,1
2024/3/13,9.5,8,1
2024/3/14,9.5,8,1
2024/3/15,11.8,8,1
2024/3/16,14.8,8,1
2024/3/17,16.0,8,1
2024/3/18,9.5,8,1
2024/3/19,8.4,8,1
2024/3/20,8.5,8,1
2024/3/21,6.5,8,1
2024/3/22,7.2,8,1
2024/3/23,5.7,8,1
2024/3/24,10.2,8,1
2024/3/25,11.3,8,1
2024/3/26,9.4,8,1
2024/3/27,10.9,8,1
2024/3/28,10.9,8,1
2024/3/29,16.3,8,1
2024/3/30,17.8,8,1
2024/3/31,19.5,8,1
